question,choices,answer
"Give a list of the character set used inPL/I. Also define the term'variable', and explain what is meant by an 'assign-ment statement'.","['70 different characters, variable is constant, assignment statement assigns a variable to a value'
 ""50 different characters, variable can't vary, assignment statement assigns a variable to a function""
 '85 different characters, variable is a label for a value, assignment statement updates the value of a variable without changing the label'
 '90 different characters, variable is a fixed point in memory, assignment statement creates a new variable'
 '65 different characters, variable holds temporary data, assignment statement links two variables'
 ""55 different characters, variable can change type, assignment statement copies a function's output to a variable""
 '75 different characters, variable represents a specific type, assignment statement changes the type of a variable'
 '80 different characters, variable is a function, assignment statement assigns a function to a variable'
 '60 different characters, variable can vary, assignment statement assigns a value to a variable'
 '100 different characters, variable is a placeholder, assignment statement transfers data from one variable to another']",I
"Water at 340°K and a rate of 4 Kg/hr is required for a certain process. Water, available at 300°K, is to be heated as it passes through a 7mm ID pipe which provides 125 W per meter length of pipe. Determine the length of piping required and the maximum temperature at the exit.","['Length of piping required is 2m and the maximum temperature at the exit is 360K'
 'Length of piping required is 1.48m and the maximum temperature at the exit is 354.8K'
 'Length of piping required is 1m and the maximum temperature at the exit is 345K'
 'Length of piping required is 2.1m and the maximum temperature at the exit is 353K'
 'Length of piping required is 2.8m and the maximum temperature at the exit is 358K'
 'Length of piping required is 3m and the maximum temperature at the exit is 355K'
 'Length of piping required is 1.5m and the maximum temperature at the exit is 350K'
 'Length of piping required is 2.2m and the maximum temperature at the exit is 370K'
 'Length of piping required is 2.5m and the maximum temperature at the exit is 365K'
 'Length of piping required is 1.75m and the maximum temperature at the exit is 360K']",B
"A 5-hp, 60-cycle, 115-volt; eight-pole; three-phase induction motor was tested, and the following data were obtained : No-load test: V_NL = 115; P_1 = 725; P_2 = - 425; I_NL = 10 Load test:V_L = 115; P_1 = 3,140; P_2 = 1,570; I_L = 27.3; rpm_rotor= 810 D-c stator resistance between terminals = 0.128 ohm Calculate: (a) the horsepower output; (b) the torque; (c) the percent efficiency; (d) the power factor of the motor for the given load values.","['(a) 4.5, (b) 30 lb-ft, (c) 75, (d) 0.8'
 '(a) 5.2, (b) 33 lb-ft, (c) 82.5, (d) 0.865'
 '(a) 5.5, (b) 34 lb-ft, (c) 83, (d) 0.88'
 '(a) 5, (b) 32 lb-ft, (c) 80, (d) 0.85'
 '(a) 6.2, (b) 38 lb-ft, (c) 88, (d) 0.91'
 '(a) 4.7, (b) 29 lb-ft, (c) 76, (d) 0.79'
 '(a) 4.8, (b) 31 lb-ft, (c) 78, (d) 0.82'
 '(a) 3.9, (b) 25 lb-ft, (c) 70, (d) 0.75'
 '(a) 5.13, (b) 33.2 lb-ft, (c) 81.3, (d) 0.866'
 '(a) 6, (b) 35 lb-ft, (c) 85, (d) 0.9']",I
"The following data are for a three-phase 13,800-V wye-connected60,000-kVA 60-Hz synchronous generator: P = 2; stator slots = 36, stator coils = 36, turns in each stator coil= 2 Stator coil pitch = (2/3), rotor slots = 28 Spacing between rotor slots = [1 / (37)] of circumferenceRotor coils = 14 Turns in each rotor coil = 15 I.D. of stator iron = 0.948 m O.D. of rotor iron = 0.865 m Net axial length of stator iron = 3.365 m, stator coil connectionis two-circuit (a = 2) series rotor-coil connection. Assume thatg_e= 1.08 g and calculate the unsaturated self-inductanceof the field winding based on the fundamentalcomponent of the air-gap flux.","['1.36 H' '1.66 H' '1.86 H' '1.56 H' '1.46 H' '2.06 H' '1.26 H' '1.96 H'
 '1.06 H' '1.76 H']",E
"For small, slowly falling objects, the assumption made in the text that the drag force is proportional to the velocity is a good one. For larger, more rapidly falling objects, it is more accurate to assume that the drag force is proportional to the square of the velocity.  If m = 10 kg, find the drag coefficient so that the limiting velocity is 49 m/s.","['$\\frac{8}{49}$' '$\\frac{6}{49}$' '$\\frac{1}{7}$' '$\\frac{2}{49}$'
 '$\\frac{5}{49}$' '$\\frac{7}{49}$' '$\\frac{1}{49}$' '$\\frac{1}{98}$'
 '$\\frac{3}{49}$' '$\\frac{4}{49}$']",D
During which time frame is there evidence for anatomically modern Homo sapiens?,"['600,000 to 300,000 years ago' '100,000 years ago to present'
 '400,000 years ago to present' '800,000 to 10,000 years ago'
 '500,000 to 200,000 years ago' '300,000 to 100,000 years ago'
 '200,000 to 10,000 years ago' '1,000,000 to 500,000 years ago'
 '800,000 years ago to present' '200,000 to present']",J
"(1) The terminal voltage of a motor is 240 volts and the armature current is 60 amp. The armature resistance is 0.08 ohm. The counter emf is 235.2 volts. What is the power developed by the motor (a) in watts and (b) in horsepower ? (2) The measured speed of a motor is 1,100 rpm. The net force registered on the scale used with a prony brake is 16 lb. If the brake arm measures 28 in., what is the horsepower output of the motor ?","['13,000 watts, 17.44 hp, 7.50 hp' '12,000 watts, 16.10 hp, 6.90 hp'
 '10,000 watts, 13.41 hp, 5.95 hp' '15,500 watts, 20.77 hp, 8.50 hp'
 '15,000 watts, 20.12 hp, 8.25 hp' '12,500 watts, 16.76 hp, 6.50 hp'
 '14,400 watts, 19.31 hp, 8.00 hp' '13,500 watts, 18.10 hp, 7.60 hp'
 '14,112 watts, 18.92 hp, 7.82 hp' '11,800 watts, 15.82 hp, 7.00 hp']",I
With what speed is an electron moving if its kinetic energy is 1% larger than the value that would be calculated if relativistic effects were not present? What is the value of the kinetic energy of the electron?,"['0.14c, 4000 eV' '0.105c, 3200 eV' '0.095c, 2900 eV' '0.13c, 3800 eV'
 '0.1c, 3000 eV' '0.11c, 3400 eV' '0.1155c, 3442 eV' '0.12c, 3600 eV'
 '0.135c, 3900 eV' '0.125c, 3500 eV']",G
"A 10-kW 250-V self-excited generator, when delivering rated load, has an armature-circuit voltage drop that is 5% of the terminal voltage and a shunt-field current equal to 5% of rated load current. Calculate the resistance of the armature circuit and that of the field circuit.","['Armature Circuit Resistance: 0.125 Ω, Field Circuit Resistance: 250 Ω'
 'Armature Circuit Resistance: 1.0 Ω, Field Circuit Resistance: 500 Ω'
 'Armature Circuit Resistance: 0.6 Ω, Field Circuit Resistance: 150 Ω'
 'Armature Circuit Resistance: 0.298 Ω, Field Circuit Resistance: 125 Ω'
 'Armature Circuit Resistance: 0.75 Ω, Field Circuit Resistance: 300 Ω'
 'Armature Circuit Resistance: 1.5 Ω, Field Circuit Resistance: 75 Ω'
 'Armature Circuit Resistance: 0.2 Ω, Field Circuit Resistance: 400 Ω'
 'Armature Circuit Resistance: 0.45 Ω, Field Circuit Resistance: 200 Ω'
 'Armature Circuit Resistance: 0.5 Ω, Field Circuit Resistance: 100 Ω'
 'Armature Circuit Resistance: 0.9 Ω, Field Circuit Resistance: 50 Ω']",D
Divide a line segment into two parts by selecting a point at random. Use your intuition to assign a probability to the event that the longer segment is at least two times longer than the shorter segment.,"['$\\frac{1}{5}$' '$\\frac{1}{3}$' '$\\frac{4}{5}$' '$\\frac{1}{4}$'
 ' $\\frac{2}{3}$' '$\\frac{2}{5}$' '$\\frac{5}{8}$' '$\\frac{3}{4}$'
 '$\\frac{1}{2}$' '$\\frac{5}{6}$']",E
"An ideal fluid flows through a pipe with radius Q and flow speed V. If the pipe splits up into three separate paths, each with radius (Q/2), what is the flow speed through each of the paths?",['4/3 V' '1/3 V' 'V' '3V' '2V' '4V' '2/3 V' '5/3 V' '6V' 'V/2'],A
" Which of the given formulas of PL is the best symbolization of the following sentence?
Either England's importing beef is a necessary condition for France's subsidizing agriculture or China promotes human rights given that South Africa doesn't supply diamonds.","['(F ⊃ E) ∨ (~S ⊃ C)' '(E ≡ F) ∨ (C ⊃ ~S)' '(F ≡ E) ∨ (S ≡ ~C)'
 '(F ⊃ E) ∨ (S ≡ C)' '(E ⊃ F) ∨ (S ⊃~C)' '(F ⊃ E) ∨ (~S ≡ C)'
 '(E ⊃ F) ∨ (C ⊃ S)' '(E ⊃ F) ∨ (~C ⊃ S)' '(E ⊃ F) ∨ (~S ≡ ~C)'
 '(E ⊃ F) ∨ (C ≡ ~S)']",A
A certain precision 1-\muF capacitor has very high resistance material used between its conducting surfaces. The capacitor is charged to 1V at t = 0 and disconnected from the source. It is found that the vol-tage drops to 0.9V in 100 hr. Find the insulation resistance.,"['4.42 × 10^12 Ω' '1.00 × 10^12 Ω' '3.42 × 10^12 Ω' '5.00 × 10^12 Ω'
 '2.42 × 10^12 Ω' '6.25 × 10^12 Ω' '1.54 × 10^12 Ω' '7.20 × 10^12 Ω'
 '2.00 × 10^13 Ω' '8.50 × 10^12 Ω']",C
"We are training fully connected network with two hidden layers to predict housing prices. Inputs are $100$-dimensional, and have several features such as the number of square feet, the median family income, etc. The first hidden layer has $1000$ activations. The second hidden layer has $10$ activations. The output is a scalar representing the house price. Assuming a vanilla network with affine transformations and with no batch normalization and no learnable parameters in the activation function, how many parameters does this network have?","['120010' '111110' '100121' '112110' '110010' '110020' '122121' '110011'
 '111021' '130021']",I
"A pedestrian was crossing the street when he was hit by a car. The pedestrian suffered a neck injury. The driver of the car that hit the pedestrian had auto insurance. A claims adjuster from that insurance company contacted the pedestrian and discussed the accident with him. The insurance adjuster said, ""You're not actually entitled to any compensation for these injuries, under the laws of this state; but I feel bad for you, and I'm a nice guy, so I'm willing to approve a $1,000 payment to you. "" The insurance adjuster knew that, in fact, the pedestrian would be entitled to compensation under the state's tort law. The pedestrian rejected the offer, retained an attorney, and wound up winning a $550,000 jury verdict on negligence claims against the driver. If the pedestrian asserts a claim against the insurance adjuster for misrepresentation, will the pedestrian prevail? ","['No, because the pedestrian won the case and received more than the initial offer.'
 'Yes, because the adjuster intentionally misled the pedestrian about his legal rights.'
 'Yes, because the insurance adjuster knew that laws of the state provided for recovery in such a case.'
 ""No, because the insurance adjuster did not have a fiduciary relationship requiring him to protect the pedestrian's interests.""
 'No, because the insurance adjuster was not acting in a legal capacity when discussing the case with the pedestrian.'
 ""Yes, because the insurance adjuster's statement was a direct violation of the pedestrian's rights.""
 ""Yes, because the insurance adjuster's $1,000 settlement offer was grossly inadequate.""
 ""No, because the pedestrian did not rely on the adjuster's statement in deciding to reject the offer.""
 ""Yes, because the pedestrian was emotionally distressed due to the adjuster's misrepresentation.""
 ""No, because the insurance adjuster's statements did not cause the pedestrian any monetary loss.""]",J
